name	location	url	type	coordinates	description
Eisenhower National Historic Site	Pennsylvania	https://en.wikipedia.org/wiki/Eisenhower_National_Historic_Site	National historic sites	39.79333; -77.26333	Unknown
Eleanor Roosevelt National Historic Site	New York	https://en.wikipedia.org/wiki/Eleanor_Roosevelt_National_Historic_Site	National historic sites	41.76306; -73.89889	Eleanor Roosevelt National Historic Site was established by the U. S.
Eugene O'Neill National Historic Site	California	https://en.wikipedia.org/wiki/Eugene_O%27Neill_National_Historic_Site	National historic sites	37.82444; -122.02972	The Eugene O'Neill National Historic Site, located in Danville, California, preserves Tao House, the Monterey Colonial hillside home of America's only Nobel Prize-winning playwright, Eugene O'Neill..
Fallen Timbers Battlefield and Fort Miamis National Historic Site (affiliated area)	Ohio	https://en.wikipedia.org/wiki/Fallen_Timbers_Battlefield	National historic sites	41.54417; -83.69750	The Fallen Timbers Battlefield was the site of the Battle of Fallen Timbers on 20 August 1794.   The battle, a decisive American victory over Native American and British opponents, effectively ended the Northwest Indian War, securing the Old Northwest for settlement.
First Ladies National Historic Site	Ohio	https://en.wikipedia.org/wiki/First_Ladies_National_Historic_Site	National historic sites	40.79667; -81.37528	First Ladies National Historic Site is a United States National Historic Site located in Canton, Ohio.  During her residency in Washington, D.
Ford's Theatre National Historic Site	Washington, D.C.	https://en.wikipedia.org/wiki/Ford%27s_Theatre	National historic sites	38.89667; -77.02583	Ford's Theatre is a theater located in Washington, D. C.
Fort Bowie National Historic Site	Arizona	https://en.wikipedia.org/wiki/Fort_Bowie_National_Historic_Site	National historic sites	32.14611; -109.43556	Fort Bowie was a 19th-century outpost of the United States Army located in southeastern Arizona near the present day town of Willcox, Arizona.   The remaining buildings and site are now protected as Fort Bowie National Historic Site.
Fort Davis National Historic Site	Texas	https://en.wikipedia.org/wiki/Fort_Davis_National_Historic_Site	National historic sites	30.59917; -103.89278	Fort Davis National Historic Site is a United States National Historic Site located in the unincorporated community of Fort Davis, Jeff Davis County, Texas.  Located within the Davis Mountains of West Texas, the historic site was established in 1961 to protect one of the best remaining examples of a United States Army fort in the southwestern United States.
Fort Laramie National Historic Site	Wyoming	https://en.wikipedia.org/wiki/Fort_Laramie_National_Historic_Site	National historic sites	42.20917; -104.535861	Fort Laramie (founded as Fort William and known for a while as Fort John) was a significant 19th-century trading post, diplomatic site, and military installation located at the confluence of the Laramie and the North Platte Rivers.  They joined in the upper Platte River Valley in the eastern part of the present-day U.
Fort Larned National Historic Site	Kansas	https://en.wikipedia.org/wiki/Fort_Larned_National_Historic_Site	National historic sites	38.18306; -99.21806	Fort Larned National Historic Site preserves Fort Larned which operated from 1859 to 1878.   It is approximately 5.5 miles (8.9 km) west of Larned, Kansas, United States.
Fort Point National Historic Site	California	https://en.wikipedia.org/wiki/Fort_Point,_San_Francisco	National historic sites	37.81056; -122.47722	Fort Point is a masonry seacoast fortification located on the southern side of the Golden Gate at the entrance to San Francisco Bay.  It is also the geographic name of the promontory upon which the fort and the southern approach of the Golden Gate Bridge were constructed.
Fort Raleigh National Historic Site	North Carolina	https://en.wikipedia.org/wiki/Fort_Raleigh_National_Historic_Site	National historic sites	35.93861; -75.71000	Fort Raleigh National Historic Site preserves the location of Roanoke Colony, the first English settlement in the present-day United States.  The site was preserved for its national significance in relation to the founding of the first English settlement in North America in 1587.
Fort Scott National Historic Site	Kansas	https://en.wikipedia.org/wiki/Fort_Scott_National_Historic_Site	National historic sites	37.84389; -94.70472	Unknown
Fort Smith National Historic Site	Arkansas, Oklahoma	https://en.wikipedia.org/wiki/Fort_Smith_National_Historic_Site	National historic sites	35.388210; -94.429834	Fort Smith National Historic Site is a National Historic Site located in Fort Smith, Arkansas, along the Arkansas River.  The first fort at this site was established by the United States in 1817, before this area was established as part of Indian Territory.
Fort Union Trading Post National Historic Site	Montana, North Dakota	https://en.wikipedia.org/wiki/Fort_Union_Trading_Post_National_Historic_Site	National historic sites	47.99944; -104.04056	Fort Union Trading Post National Historic Site is a partial reconstruction of the most important fur trading post on the upper Missouri, 1829-1867.  The fort site is about two miles from the confluence of the Missouri River and its tributary, the Yellowstone River, on the Dakota side of the North Dakota/Montana border, 25 miles from Williston, North Dakota.
"Fort Vancouver National Historic Site
Fort Vancouver
McLoughlin House
Vancouver National Historic Reserve"	Washington, Oregon	https://en.wikipedia.org/wiki/Fort_Vancouver_National_Historic_Site	National historic sites	45.6253950; -122.6581525	Fort Vancouver National Historic Site is a United States National Historic Site located in the states of Washington and Oregon.   The National Historic Site consists of two units, one located on the site of Fort Vancouver in modern-day Vancouver, Washington; the other being the former residence of John McLoughlin in Oregon City, Oregon.
Frederick Douglass National Historic Site	Washington, D.C.	https://en.wikipedia.org/wiki/Frederick_Douglass_National_Historic_Site	National historic sites	38.86333; -76.98528	The Frederick Douglass National Historic Site, administered by the National Park Service, is located at 1411 W Street, SE, in Anacostia, a neighborhood east of the Anacostia River in Southeast Washington, D. C.
Frederick Law Olmsted National Historic Site	Massachusetts	https://en.wikipedia.org/wiki/Frederick_Law_Olmsted_National_Historic_Site	National historic sites	42.32500; -71.13222	Frederick Law Olmsted National Historic Site is a United States National Historic Site located in Brookline, Massachusetts, a suburb of Boston.  Frederick Law Olmsted (1822–1903) is recognized as the founder of American landscape architecture and the nation's foremost parkmaker of the 19th century.
Friendship Hill National Historic Site	Pennsylvania	https://en.wikipedia.org/wiki/Friendship_Hill_National_Historic_Site	National historic sites	39.77778; -79.92917	Friendship Hill was the home of early American politician and statesman Albert Gallatin (1761–1849).  Gallatin was a U.
Gloria Dei (Old Swedes') Church National Historic Site (affiliated area)	Pennsylvania	https://en.wikipedia.org/wiki/Gloria_Dei_(Old_Swedes%27)_Church_National_Historic_Site	National historic sites	39.9345; -75.1435	Gloria Dei Church, known locally as Old Swedes', is a historic church located in the Southwark neighborhood of Philadelphia, Pennsylvania, at 929 South Water Street, bounded by Christian Street on the north, South Christopher Columbus Boulevard (formerly Delaware Avenue) on the east, and Washington Avenue on the south.  It was built between 1698 and 1700,[3][4] making it the oldest church in Pennsylvania and second oldest Swedish church in the United States after Holy Trinity Church (Old Swedes) in Wilmington, Delaware.
Grant-Kohrs Ranch National Historic Site	Montana	https://en.wikipedia.org/wiki/Grant-Kohrs_Ranch_National_Historic_Site	National historic sites	46.40833; -112.73944	The Grant–Kohrs Ranch National Historic Site, created in 1972, commemorates the Western cattle industry from its 1850s inception through recent times.  The original ranch was established in 1862 by a Canadian fur trader, Johnny Grant, at Cottonwood Creek, Montana (future site of Deer Lodge, Montana), along the banks of the Clark Fork river.
Hampton National Historic Site	Maryland	https://en.wikipedia.org/wiki/Hampton_National_Historic_Site	National historic sites	39.41611; -76.58750	Unknown
Harry S Truman National Historic Site	Missouri	https://en.wikipedia.org/wiki/Harry_S._Truman_National_Historic_Site	National historic sites	39.09333; -94.42306	The Harry S.  Truman National Historic Site (officially styled without the period after the S[3][4]) preserves the longtime home of Harry S.
Herbert Hoover National Historic Site	Iowa	https://en.wikipedia.org/wiki/Herbert_Hoover_National_Historic_Site	National historic sites	41.66889; -91.34806	The Herbert Hoover National Historic Site is a unit of the National Park System in  West Branch, Iowa, United States.  The buildings and grounds are managed by the National Park Service to commemorate the life of Herbert Hoover, the 31st president of the United States.
Home of Franklin D. Roosevelt National Historic Site	New York	https://en.wikipedia.org/wiki/Home_of_Franklin_D._Roosevelt_National_Historic_Site	National historic sites	41.76722; -73.93556	The Home of Franklin D.  Roosevelt National Historic Site preserves the Springwood estate in Hyde Park, New York.
Honouliuli National Historic Site	Hawaii	https://en.wikipedia.org/wiki/Honouliuli_National_Historic_Site	National historic sites	21.39167; -158.05972	Honouliuli National Historic Site is near Waipahu on the island of Oahu, in the U. S.
Hopewell Furnace National Historic Site	Pennsylvania	https://en.wikipedia.org/wiki/Hopewell_Furnace_National_Historic_Site	National historic sites	40.19861; -75.77556	"Hopewell Furnace National Historic Site in southeastern
Berks County, near Elverson, Pennsylvania,
is an example of an American 19th century rural iron plantation, whose operations were
based around a charcoal-fired cold-blast iron blast furnace. 
The significant restored structures include the furnace group
(blast furnace, water wheel, blast machinery, cast house and charcoal house), as well as the ironmaster's house, a company store, the blacksmith's shop, a barn and several worker's houses."
Hubbell Trading Post National Historic Site	Arizona	https://en.wikipedia.org/wiki/Hubbell_Trading_Post_National_Historic_Site	National historic sites	35.72389; -109.56000	Hubbell Trading Post National Historic Site is a historic site on Highway 191, north of Chambers, with an exhibit center in Ganado, Arizona.  It is considered a meeting ground of two cultures between the Navajo and the settlers who came to the area to trade.
James A. Garfield National Historic Site	Ohio	https://en.wikipedia.org/wiki/James_A._Garfield_National_Historic_Site	National historic sites	41.66396000; -81.350907000	James A.  Garfield National Historic Site is a United States National Historic Site located in Mentor, Ohio.
Jamestown National Historic Site (affiliated area)	Virginia	https://en.wikipedia.org/wiki/Historic_Jamestowne	National historic sites	37.20972; -76.77889	Historic Jamestown is the cultural heritage site that was the location of the 1607 James Fort and the later 17th-century town of Jamestown in America.  It is located on Jamestown Island, on the James River at Jamestown, Virginia and operated as a partnership between Preservation Virginia (formerly known as the Association for the Preservation of Virginia Antiquities) and the U.
John Fitzgerald Kennedy National Historic Site	Massachusetts	https://en.wikipedia.org/wiki/John_Fitzgerald_Kennedy_National_Historic_Site	National historic sites	42.34694; -71.12333	The John Fitzgerald Kennedy National Historic Site is the birthplace and childhood home of John F.  Kennedy, the 35th president of the United States.
John Muir National Historic Site	California	https://en.wikipedia.org/wiki/John_Muir_National_Historic_Site	National historic sites	37.991311; -122.133298	The John Muir National Historic Site is located in the San Francisco Bay Area, in Martinez, Contra Costa County, California.  It preserves the 14-room Italianate Victorian mansion where the naturalist and writer John Muir lived, as well as a nearby  325-acre (132 ha) tract of native oak woodlands and grasslands historically owned by the Muir family.
Kate Mullany National Historic Site (affiliated area)	New York	https://en.wikipedia.org/wiki/Kate_Mullany_National_Historic_Site	National historic sites	42.7399000; -73.6818028	The Kate Mullany House was the home of Kate Mullany (1845–1906), an early female labor leader who started the all-women Collar Laundry Union in Troy, New York in February 1864.   It was one of the first women's unions that lasted longer than the resolution of a specific issue.
Knife River Indian Villages National Historic Site	North Dakota	https://en.wikipedia.org/wiki/Knife_River_Indian_Villages_National_Historic_Site	National historic sites	47.35417; -101.38583	The Knife River Indian Villages National Historic Site, which was established in 1974, preserves the historic and archaeological remnants of bands of Hidatsa, Northern Plains Indians, in North Dakota.  This area was a major trading and agricultural area.
Lincoln Home National Historic Site	Illinois	https://en.wikipedia.org/wiki/Lincoln_Home_National_Historic_Site	National historic sites	39.79722; -89.64500	Lincoln Home National Historic Site preserves the Springfield, Illinois home and related historic district where Abraham Lincoln lived from 1844 to 1861, before becoming the 16th president of the United States.   The presidential memorial includes the four blocks surrounding the home and a visitor center.
Little Rock Central High School National Historic Site	Arkansas	https://en.wikipedia.org/wiki/Little_Rock_Central_High_School	National historic sites	34.7368; -92.2989	Little Rock Central High School (LRCHS) is an accredited comprehensive public high school in Little Rock, Arkansas, United States.  The school was the site of forced desegregation in 1957 after the U.
Longfellow House–Washington's Headquarters National Historic Site	Massachusetts	https://en.wikipedia.org/wiki/Longfellow_House%E2%80%93Washington%27s_Headquarters_National_Historic_Site	National historic sites	42.37667; -71.12639	Unknown
Lower East Side Tenement National Historic Site (affiliated area)	New York	https://en.wikipedia.org/wiki/Lower_East_Side_Tenement_National_Historic_Site	National historic sites	40.718500; -73.990139	The Lower East Side Tenement Museum, located at 97 and 103 Orchard Street in the Lower East Side neighborhood of Manhattan, New York City, is a National Historic Site.  The museum's two historical tenement buildings were home to an estimated 15,000 people, from over 20 nations, between 1863 and 2011.
Maggie L. Walker National Historic Site	Virginia	https://en.wikipedia.org/wiki/Maggie_L._Walker_National_Historic_Site	National historic sites	37.54778; -77.43806	The Maggie L.  Walker National Historic Site is a United States National Historic Landmark and a National Historic Site located at 110½ E.
Manzanar National Historic Site	California	https://en.wikipedia.org/wiki/Manzanar	National historic sites	36.72833; -118.15444	Unknown
Martin Van Buren National Historic Site	New York	https://en.wikipedia.org/wiki/Martin_Van_Buren_National_Historic_Site	National historic sites	42.3697056; -73.7042056	Martin Van Buren National Historic Site is a unit of the United States National Park Service in Columbia County, New York, 1 mile (1.6 km) south of the village of Kinderhook, 125 miles (201 km) north of New York City  and 20 miles (32 km) south of Albany.  The National Historic Site preserves the Lindenwald estate owned by Martin Van Buren, the eighth president of the United States.
Mary McLeod Bethune Council House National Historic Site	Washington, D.C.	https://en.wikipedia.org/wiki/Mary_McLeod_Bethune_Council_House_National_Historic_Site	National historic sites	38.90778; -77.03028	The Mary McLeod Bethune Council House National Historic Site preserves the house of Mary McLeod Bethune, located in Northwest Washington, D. C.
Minidoka National Historic Site	Idaho	https://en.wikipedia.org/wiki/Minidoka_National_Historic_Site	National historic sites	42.679; -114.244	Minidoka National Historic Site is a National Historic Site in the western United States.  It commemorates the more than 13,000 Japanese Americans who were imprisoned at the Minidoka War Relocation Center during the Second World War.
Minuteman Missile National Historic Site	South Dakota	https://en.wikipedia.org/wiki/Minuteman_Missile_National_Historic_Site	National historic sites	43.93111; -102.16056	The Minuteman Missile National Historic Site is an American national historic site established in 1999 near Wall, South Dakota to illustrate the history and significance of the Cold War, the arms race, and intercontinental ballistic missile (ICBM) development.  The site preserves the last intact Minuteman II ICBM system in the United States, in a disarmed and demilitarized status.
New Philadelphia National Historic Site	Illinois	https://en.wikipedia.org/wiki/New_Philadelphia_National_Historic_Site	National historic sites	39.69583; -90.95972	The New Philadelphia National Historic Site is the original site of the now-vanished town of New Philadelphia, Illinois, in the United States.   It is located near the western Illinois city of Barry, in Pike County.
Nicodemus National Historic Site	Kansas	https://en.wikipedia.org/wiki/Nicodemus_National_Historic_Site	National historic sites	39.39083; -99.61750	Nicodemus National Historic Site, located in Nicodemus, Kansas, United States, preserves, protects and interprets the only remaining western town established by African Americans during the Reconstruction Period following the American Civil War.  The town of Nicodemus is symbolic of the pioneer spirit of African Americans who dared to leave the only region they had been familiar with to seek personal freedom and the opportunity to develop their talents and capabilities.
Ninety Six National Historic Site	South Carolina	https://en.wikipedia.org/wiki/Ninety_Six_National_Historic_Site	National historic sites	34.14694; -82.02444	Ninety Six National Historic Site, also known as Old Ninety Six and Star Fort, is a United States National Historic Site located about 60 miles (96 kilometers) south of Greenville, South Carolina.  The historic site was listed on the National Register in 1969,[1] declared to be a National Historic Landmark in 1973,[2] and established as a National Historic Site in 1976 to preserve the original site of Ninety Six, South Carolina, a small town established in the early 18th century.
Pennsylvania Avenue National Historic Site	Washington, D.C.	https://en.wikipedia.org/wiki/Pennsylvania_Avenue_National_Historic_Site	National historic sites	38.89361; -77.02389	Pennsylvania Avenue National Historic Site is a National Historic Site in the city of Washington, D. C.
President William Jefferson Clinton Birthplace Home National Historic Site	Arkansas	https://en.wikipedia.org/wiki/President_William_Jefferson_Clinton_Birthplace_Home_National_Historic_Site	National historic sites	33.6671722; -93.5964889	The President William Jefferson Clinton Birthplace Home National Historic Site is located in Hope, Arkansas. [2]  Built in 1917 by Dr.
Puʻukoholā Heiau National Historic Site	Hawaii	https://en.wikipedia.org/wiki/Pu%CA%BBukohol%C4%81_Heiau_National_Historic_Site	National historic sites	20.02667; -155.82000	Puʻukoholā Heiau National Historic Site is a United States National Historic Site located on the northwestern coast of the island of Hawaiʻi.  The site preserves the National Historic Landmark ruins of the last major Ancient Hawaiian temple, and other historic sites.
Sagamore Hill National Historic Site	New York	https://en.wikipedia.org/wiki/Sagamore_Hill_National_Historic_Site	National historic sites	40.88556; -73.49750	Sagamore Hill was the home of the 26th president of the United States, Theodore Roosevelt, from 1885 until his death in 1919.  It is located in Cove Neck, New York, near Oyster Bay on the North Shore of Long Island,[2] 25 miles (40 km) east of Manhattan.
Saint Paul's Church National Historic Site	New York	https://en.wikipedia.org/wiki/Saint_Paul%27s_Church_National_Historic_Site	National historic sites	40.89278; -73.82583	Saint Paul's Church National Historic Site is  a United States National Historic Site located in Mount Vernon, New York, just north of the New York City borough of The Bronx.  The site was authorized in 1978 to protect Saint Paul's Church from increasing industrialization of the surrounding area.
Salem Maritime National Historic Site	Massachusetts	https://en.wikipedia.org/wiki/Salem_Maritime_National_Historic_Site	National historic sites	42.52056; -70.88722	The Salem Maritime National Historic Site is a National Historic Site consisting of 12 historic structures, one replica tall-ship, and about 9 acres (36,000 m2) of land along the waterfront of Salem Harbor in Salem, Massachusetts.  Salem Maritime is the first National Historic Site established in the United States (March 17, 1938).
San Juan National Historic Site	Puerto Rico	https://en.wikipedia.org/wiki/San_Juan_National_Historic_Site	National historic sites	18.46750; -66.11028	San Juan National Historic Site (Spanish: Sitio Histórico Nacional de San Juan) in the Old San Juan section of San Juan, Puerto Rico, is a National Park Service-managed historic site which protects and interprets colonial-era forts such as Castillo San Felipe del Morro, bastions, powder houses, and three fourths of the old city wall..
Sand Creek Massacre National Historic Site	Colorado	https://en.wikipedia.org/wiki/Sand_Creek_Massacre_National_Historic_Site	National historic sites	38.54083; -102.52861	Sand Creek Massacre National Historic Site is a National Historic Site in Kiowa County, Colorado, commemorating the Sand Creek Massacre that occurred here on November 29, 1864.  The site is considered sacred after the unprovoked assault on an encampment of approximately 750 Native people resulted in the murder of hundreds of men, women and children.
Saugus Iron Works National Historic Site	Massachusetts	https://en.wikipedia.org/wiki/Saugus_Iron_Works_National_Historic_Site	National historic sites	42.46861; -71.00889	Saugus Iron Works National Historic Site is a National Historic Site about 10 miles (16 kilometers) northeast of Downtown Boston in Saugus, Massachusetts.  It is the site of the first integrated ironworks in North America, founded by John Winthrop the Younger and in operation between 1646 and approximately 1670.
Springfield Armory National Historic Site	Massachusetts	https://en.wikipedia.org/wiki/Springfield_Armory_National_Historic_Site	National historic sites	42.10806; -72.58167	The Springfield Armory, more formally known as the United States Armory and Arsenal at Springfield located in the city of Springfield, Massachusetts, was the primary center for the manufacture of United States military firearms from 1777 until its closing in 1968.  It was the first federal armory and one of the first factories in the United States dedicated to the manufacture of weapons.
Steamtown National Historic Site	Pennsylvania	https://en.wikipedia.org/wiki/Steamtown_National_Historic_Site	National historic sites	41.40733; -75.67132	Steamtown National Historic Site (NHS) is a railroad museum and heritage railroad located on 62.48 acres (25.3 ha)[2] in downtown Scranton, Pennsylvania, at the site of the former Scranton yards of the Delaware, Lackawanna and Western Railroad (DL&W).  The museum is built around a working turntable and a roundhouse that are largely replications of the original DL&W facilities; the roundhouse, for example, was reconstructed from remnants of a 1932 structure.
Theodore Roosevelt Birthplace National Historic Site	New York	https://en.wikipedia.org/wiki/Theodore_Roosevelt_Birthplace_National_Historic_Site	National historic sites	40.738806; -73.98889	Theodore Roosevelt Birthplace National Historic Site is a recreated brownstone at 28 East 20th Street, between Broadway and Park Avenue South, in the Flatiron District of Manhattan, New York City.  It is a replica of the birthplace and childhood home of 26th president of the United States, Theodore Roosevelt.
Theodore Roosevelt Inaugural National Historic Site	New York	https://en.wikipedia.org/wiki/Theodore_Roosevelt_Inaugural_National_Historic_Site	National historic sites	42.901472; -78.872417	Theodore Roosevelt Inaugural National Historic Site preserves the Ansley Wilcox House, at 641 Delaware Avenue in Buffalo, New York.   Here, after the assassination of William McKinley, Theodore Roosevelt took the oath of office as President of the United States on September 14, 1901.
Thomas Cole National Historic Site (affiliated area)	New York	https://en.wikipedia.org/wiki/Thomas_Cole_National_Historic_Site	National historic sites	42.22583; -73.86194	The Thomas Cole National Historic Site, also known as Cedar Grove, is a National Historic Landmark that includes the home and the studio of painter Thomas Cole, founder of the Hudson River School of American painting.  It is located at 218 Spring Street, Catskill, NY, United States.
Thomas Stone National Historic Site	Maryland	https://en.wikipedia.org/wiki/Thomas_Stone_National_Historic_Site	National historic sites	38.531167; -77.039250	The Thomas Stone National Historic Site, also known as Haberdeventure or the Thomas Stone House, is a United States National Historic Site located about 25 miles (40 km) south of Washington D. C.
Touro Synagogue National Historic Site (affiliated area)	Rhode Island	https://en.wikipedia.org/wiki/Touro_Synagogue_National_Historic_Site	National historic sites	41.48944; -71.31194	The Touro Synagogue or Congregation Jeshuat Israel (Hebrew: קהל קדוש ישועת ישראל) is a synagogue built in 1763 in Newport, Rhode Island.  It is the oldest synagogue building still standing in the United States,[2][a] the only surviving synagogue building in the U.
Tuskegee Airmen National Historic Site	Alabama	https://en.wikipedia.org/wiki/Tuskegee_Airmen_National_Historic_Site	National historic sites	32.45917; -85.68000	Tuskegee Airmen National Historic Site, at Moton Field in Tuskegee, Alabama, commemorates the contributions of African-American airmen in World War II.  Moton Field was the site of primary flight training for the pioneering pilots known as the Tuskegee Airmen, and is now operated by the National Park Service to interpret their history and achievements.
Tuskegee Institute National Historic Site	Alabama	https://en.wikipedia.org/wiki/Tuskegee_Institute_National_Historic_Site	National historic sites	32.4302111; -85.7077250	Tuskegee University (Tuskegee or TU), formerly known as the Tuskegee Institute, is a private, historically black land-grant university in Tuskegee, Alabama.  It was founded on Independence Day in 1881 by the state legislature.
Ulysses S. Grant National Historic Site	Missouri	https://en.wikipedia.org/wiki/Ulysses_S._Grant_National_Historic_Site	National historic sites	38.55111; -90.35194	Ulysses S.  Grant National Historic Site is a 9.65-acre (3.91 ha) United States National Historic Site located 10 mi (16 km) southwest of downtown St.
Vanderbilt Mansion National Historic Site	New York	https://en.wikipedia.org/wiki/Vanderbilt_Mansion_National_Historic_Site	National historic sites	41.79611; -73.94194	Vanderbilt Mansion National Historic Site is a historic house museum in Hyde Park, New York.  It became a National Historic Landmark in 1940.
Washita Battlefield National Historic Site	Oklahoma	https://en.wikipedia.org/wiki/Washita_Battlefield_National_Historic_Site	National historic sites	35.61750; -99.70028	Washita Battlefield National Historic Site protects and interprets the site of the Southern Cheyenne village of Chief Black Kettle where the Battle of Washita occurred.  The site  is located about 150 miles (241 km) west of Oklahoma City, Oklahoma, near Cheyenne, Oklahoma.
Whitman Mission National Historic Site	Washington	https://en.wikipedia.org/wiki/Whitman_Mission_National_Historic_Site	National historic sites	46.04000; -118.46139	Whitman Mission National Historic Site is a United States National Historic Site located just west of Walla Walla, Washington, at the site of the former Whitman Mission at Waiilatpu.  On November 29, 1847, Dr.
William Howard Taft National Historic Site	Ohio	https://en.wikipedia.org/wiki/William_Howard_Taft_National_Historic_Site	National historic sites	39.11972; -84.50861	Unknown
Ronald Reagan Boyhood Home National Historic Site	Illinois	https://en.wikipedia.org/wiki/Ronald_Reagan_Boyhood_Home_National_Historic_Site	National historic sites	41.83611; -89.480722	The Ronald Reagan Boyhood Home is the house located at 816 S.  Hennepin Ave.
Amache National Historic Site	Colorado	https://en.wikipedia.org/wiki/Amache_National_Historic_Site	National historic sites	38.04972; -102.32917	The Amache National Historic Site, formally the Granada War Relocation Center but known to the internees as Camp Amache, was a concentration camp for Japanese Americans in Prowers County, Colorado.  Following the Japanese attack on Pearl Harbor on December 7, 1941, Japanese Americans on the West Coast were rounded up and sent to remote camps.
Blackwell School National Historic Site	Texas	https://en.wikipedia.org/wiki/Blackwell_School_National_Historic_Site	National historic sites	30.3059; -104.0221	The Blackwell School was a segregrated school in Marfa, Texas, that served the city's Hispanic population from its construction in 1909 until the end of school segration in 1965.  On October 17, 2022, President Joe Biden signed legislation authorizing the establishment of Blackwell School National Historic Site as a unit of the National Park Service upon federal acquisition of the property.
Saint Croix Island International Historic Site	Maine / New Brunswick	https://en.wikipedia.org/wiki/Saint_Croix_Island_International_Historic_Site	International historic site	45.12833; -67.13306	Saint Croix Island (French: Île Sainte-Croix), long known to locals as Dochet Island (/ˈduʃeɪ/), is a small uninhabited island in Maine near the mouth of the Saint Croix River that forms part of the Canada–United States border separating Maine from New Brunswick.  The island is in the heart of the traditional lands of the Passamaquoddy people who, according to oral tradition, used it to store food away from the dangers of mainland animals.
Kennesaw Mountain National Battlefield Park	Georgia	https://en.wikipedia.org/wiki/Kennesaw_Mountain_National_Battlefield_Park	National battlefield parks	33.98306; -84.57806	Kennesaw Battlefield Park preserves a Civil War battleground of the Atlanta Campaign, and also contains Kennesaw Mountain.  It is located at 900 Kennesaw Mountain Drive, between Marietta and Kennesaw, Georgia.
Manassas National Battlefield Park	Virginia	https://en.wikipedia.org/wiki/Manassas_National_Battlefield_Park	National battlefield parks	38.81278; -77.52167	Manassas National Battlefield Park is a unit of the National Park Service located in Prince William County, Virginia, north of Manassas that preserves the site of two major American Civil War battles: the First Battle of Bull Run, also called the Battle of First Manassas, and the Second Battle of Bull Run or Battle of Second Manassas.   It was also where Confederate General Thomas J.
Richmond National Battlefield Park	Virginia	https://en.wikipedia.org/wiki/Richmond_National_Battlefield_Park	National battlefield parks	37.42917; -77.37361	The Richmond National Battlefield Park commemorates 13 American Civil War sites around Richmond, Virginia, which served as the capital of the Confederate States of America for most of the war.  The park connects certain features within the city with defensive fortifications and battle sites around it.
River Raisin National Battlefield Park	Michigan	https://en.wikipedia.org/wiki/River_Raisin_National_Battlefield_Park	National battlefield parks	41.91361; -83.37833	The River Raisin National Battlefield Park preserves the site of the Battle of Frenchtown as the only national battlefield marking a site of the War of 1812.  It was established as the 393rd unit of the United States National Park Service under Title VII of the Omnibus Public Land Management Act, which was signed into law on March 30, 2009.
Chickamauga and Chattanooga National Military Park	Georgia, Tennessee	https://en.wikipedia.org/wiki/Chickamauga_and_Chattanooga_National_Military_Park	National military parks	34.94000; -85.26000	Chickamauga and Chattanooga National Military Park, located in northern Georgia and southeastern Tennessee, preserves the sites of two major battles of the American Civil War: the Battle of Chickamauga and the Siege of Chattanooga.  A detailed history of the park's development was provided by the National Park Service in 1998.
"Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park
Fredericksburg National Cemetery"	Virginia	https://en.wikipedia.org/wiki/Fredericksburg_and_Spotsylvania_National_Military_Park	National military parks	38.29306; -77.46917	Fredericksburg and Spotsylvania National Military Park is a unit of the National Park Service in Fredericksburg, Virginia, and elsewhere in Spotsylvania County, commemorating four major battles in the American Civil War: Fredericksburg, Chancellorsville, The Wilderness, and Spotsylvania..
"Gettysburg National Military Park
Gettysburg National Cemetery"	Pennsylvania	https://en.wikipedia.org/wiki/Gettysburg_National_Military_Park	National military parks	39.80861; -77.23667	The Gettysburg National Military Park protects and interprets the landscape of the 1863 Battle of Gettysburg during the American Civil War.  Located in Gettysburg, Pennsylvania, the park is managed by the National Park Service.
Guilford Courthouse National Military Park	North Carolina	https://en.wikipedia.org/wiki/Guilford_Courthouse_National_Military_Park	National military parks	36.13139; -79.84639	Guilford Courthouse National Military Park, at 2332 New Garden Road in Greensboro, Guilford County, North Carolina, commemorates the Battle of Guilford Court House, fought on March 15, 1781.   This battle opened the campaign that led to American victory in the Revolutionary War.
Horseshoe Bend National Military Park	Alabama	https://en.wikipedia.org/wiki/Horseshoe_Bend_National_Military_Park	National military parks	32.97083; -85.73833	Horseshoe Bend National Military Park is a 2,040-acre, U. S.
Kings Mountain National Military Park	South Carolina	https://en.wikipedia.org/wiki/Kings_Mountain_National_Military_Park	National military parks	35.13778; -81.38944	Kings Mountain National Military Park is a National Military Park near Blacksburg, South Carolina, along the North Carolina/South Carolina border. [4][5] The park commemorates the Battle of Kings Mountain, a pivotal and significant victory by American Patriots over American Loyalists during the Southern Campaign of the Revolutionary War.
Pea Ridge National Military Park	Arkansas	https://en.wikipedia.org/wiki/Pea_Ridge_National_Military_Park	National military parks	36.45417; -94.034694	Pea Ridge National Military Park is a United States National Military Park located in northwest Arkansas near the Missouri border.  The park protects the site of the Battle of Pea Ridge, fought March 7 and 8, 1862.
